client_id	path	sentence	duration_s
38f9d3d81a574a715f767c99e63d3fe9c997f43b76017f41453f2b3509b7a9c6edf3183e00d5493c5ff45d0e594790888926b776fb481a7dee6d72a697a9ccfb	common_voice_pl_20664835.mp3	Dawniej było to wielkie i piękne	3.245625
6f2dd557da863cb4e0303da6ca2b1ab92105e9e51a1dd57c05f2cd9ce3eec89855bf43fee4e70092baa44186bb2eb2f965cd210a645121a7aaa3dd90f9a5a796	common_voice_pl_25937945.mp3	Dokonano ogromnych zmian w dialogu międzyspołecznym i transgranicznym	5.7315
2c818dfafa7197d291cac63a8b8f41377c82ebf481d2a81244a0329a579d58a91d57d2de0938abb8b4dda68239b41046591191bf1400b012becb05434b37bb36	common_voice_pl_20710156.mp3	Może nie ma w głowie człowieczków, ale czy nie wszystko jedno	4.541625
d9c913215277238571f601e0e7963bb1dc371ec6e353b5b0704b532efb9f10b3ee1c93c47ccf71c0192aefbd6335d928da20b3e300a804f6332d9663cc9571da	common_voice_pl_21639072.mp3	Nie masz pojęcia, jak się cieszymy	2.813625
2c818dfafa7197d291cac63a8b8f41377c82ebf481d2a81244a0329a579d58a91d57d2de0938abb8b4dda68239b41046591191bf1400b012becb05434b37bb36	common_voice_pl_20666247.mp3	Jedna z nich jest znacznie krótsza od drugiej	2.981625
7dd8476473e1f5de00ecd687ebafbafdfea39723578997754b561ed01be76ded3312098ef1adf97f5efe1a0f9ba762fa882f6a90fd468e1ce1e0a1b4e99fb744	common_voice_pl_22353053.mp3	Skąd braliście wodę	2.429625
c81fef16af0a5c8dff0e65c2914de7acc6dafe514f67e10ebcdd86d2465825015c200ad71160b34319821dc31f63dc32fbbd842982220b26e5ffde677f763f40	common_voice_pl_20620212.mp3	Mężczyźni krążyli koło prostytutek, jak tokujące gołębie; śmieszne	6.629625
8f4d92540c1db1bae75a6cfec146eecb334e4cd7304ca3b644c6051700387af3d4e6b5417a00916ae1d7caafeb835219310d56f0d5832ba6f3c24a7bbb32bb3f	common_voice_pl_35824273.mp3	Teraz oczekuję od Komisji Europejskiej podjęcia działań	3.7155
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_21048181.mp3	Co za facet	1.949625
40acc986b41a982d86573d4d464cdb180475c443f5a7666b01de149df825e36fd048dcc7d58d374c182337cf1aef2ab5670b19fcd158a859681440cb3487d39b	common_voice_pl_26210006.mp3	Uczestniczyli w nich konsumenci, przedsiębiorstwa, organizacje oraz państwa członkowskie	7.5675
b1fc1ae975d3f14e8d7a508d7052b41069e3f3b93f41d8738f9dd9d92956cd7fe5c0ae740f0ecfce857e82ae432ede43146ecd6fd43cd72c1a8332c5e1e4c98c	common_voice_pl_24748887.mp3	Pełen zniecierpliwienia chodziłem tam i z powrotem po pokoju	4.9755
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_42057747.mp3	Jeżeli wojsko zatrzymam, znów się zaczną bunty	5.3355
1aab354e709ab368ef1faa4d6075f85b73ae91246cf8a5b8041341413e3333a4b527462bb027a501b01eec9333c2c501d1fb6a6a1756d3d220edae5440a196c0	common_voice_pl_20784999.mp3	W przedpokoju zauważył, że pada deszcz	4.109625
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_28571554.mp3	Komisja tymczasowa do spraw zmian klimatycznych właśnie podjęła działania w tym kierunku	7.9635
d5dae2980c6be86d0e78df77675b7c61f44eb27833fa4db21425066c5a6e427549b15bc9997e35a9f27d86b6d0e482dc0df6d5ac2d329b38d8eda51abeed5930	common_voice_pl_33564898.mp3	Chciałbym położyć nacisk na ten ostatni punkt, ponieważ jedno jest pewne	3.7875
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	common_voice_pl_40942745.mp3	My dziś musimy importować z zewnątrz bardzo wiele zawodów wymagających wąskiej specjalizacji	6.7035
40acc986b41a982d86573d4d464cdb180475c443f5a7666b01de149df825e36fd048dcc7d58d374c182337cf1aef2ab5670b19fcd158a859681440cb3487d39b	common_voice_pl_23713474.mp3	Czyż by mi to wszystko śniło się tylko	3.509625
bcb368cc6f9818877588273796c75a85beb77035e866bd491b0e95ce27c503ae569c22f954e9331c8cb9c47a239bf6bc9817e58f4dbbc7bae465620211e9ae4a	common_voice_pl_27669871.mp3	Kryzys żywnościowy, w warunkach którego najbardziej ucierpią najbiedniejsi mieszkańcy naszego świata, wymaga natychmiastowych działań	8.5755
0df23af0093898dde8a85c780cf1f26f544c710a8074c8293fed1dac52302d8ed618bf8057bc169e0ac6baad2b89d3324d46f9791fcb869f6dc6e0259b7ccbc3	common_voice_pl_20760250.mp3	Sam się potem dziwisz i wstydzisz, i żałujesz	5.405625
ff6e6fd14e3c463d8c774c348a319d6e636785bc71604caef52d1b77b77998ce2ceab9d49ec429dcb3158061bb96a820248f3b3765ec48378ddc2a0ca2626a1a	common_voice_pl_20620652.mp3	Tyle mam do powiedzenia o tej pani	2.909625
1c955613da0f987e6488dcce0469976fae43c85b680c0d779566bc5e3cd3204c3ae33dfee0c7a93bde85eb734d1a2d0d53ab527be12723e6157969708edfeada	common_voice_pl_20634026.mp3	Rozstawione daleko od siebie	3.821625
72a8725537f15ecfbd2aca0c342ee4ac0367ad23595ccd3d7efadb015af1af5e0614adb92ad6bf009711df662453a870c31467ca0ec71005a00aa82dc5e02a40	common_voice_pl_20698556.mp3	Ten redaktor jest stronniczy	3.053625
30660829984011d6d1e99f3852e1e1af795e99693e90c1aeef2a271962dcda0428ee3266531ce298056312e19144ab5536ce4d4c81b00d7e428c0ead8d878309	common_voice_pl_20654524.mp3	Nie była ani trochę ordynarna, ani trochę nieprzyzwoita	4.949625
76711b5606f616d2fd8131318b7ebc16bebe145c349eec256e217794c8b41b030f0fcddf567ad6067e5888d814ea5386390abdcac172131cbad7dcf34015432e	common_voice_pl_23877154.mp3	cztery	2.789625
9ab58ff974131b020e1a20bb94c909a598f3fe921df1c2a767330f0c021032824d401e1e38b9b159e4adf8ddeb8c39ae843df2927f2ddca19205d089e608d310	common_voice_pl_20654302.mp3	Duszno ci w torbie? — spytał ze współczuciem Podlasiak	4.229625
6f2dd557da863cb4e0303da6ca2b1ab92105e9e51a1dd57c05f2cd9ce3eec89855bf43fee4e70092baa44186bb2eb2f965cd210a645121a7aaa3dd90f9a5a796	common_voice_pl_26185282.mp3	Dziękuję Państwu za treść tej debaty	3.6435
e3bb9cce0b96cfe4e8cb1460f32448ef193c8d85a0578cb7dbdc96797dbc99d0e7232aa62ebe536db937317c03ebf251972ce905120b7272303f503590f0692c	common_voice_pl_20672550.mp3	Emil odczuwał strach i opór przed posuwaniem się dalej, Janek — ani strachu, ani oporu	7.445625
6caf100b986fe0662226191fd70cd57b4c5f5f576fce30935a6eba6e0e801083bb275313d82303e75f14ccbddb9748f9f5c622dc8b013617db25bf4e91628253	common_voice_pl_20650736.mp3	Masz, raku zatracony, baw się	4.901625
6f14b093065038d5f48b252d65377fc2603a358a255c2cce78eb37da151437cadc03b5b8631b7785cf998a12b41fe7e0db219f49855f2cd4c494e7ef8bfb58bd	common_voice_pl_39697294.mp3	W rzeczywistości przedmiotowy program jest zakorzeniony w polityce	4.7955
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_27518054.mp3	Wyroby tekstylne	6.5955
de2985f0326a5aaf149a521bbf9fcc1a415c878b9d00e8926c2b6f66a4b95da0270e11fb5bb62c95ad9bf53a028b9bb65d7b49e8260e2548bf92eaa77554edff	common_voice_pl_20641533.mp3	Nadzwyczaj dziwny list	2.957625
b1fc1ae975d3f14e8d7a508d7052b41069e3f3b93f41d8738f9dd9d92956cd7fe5c0ae740f0ecfce857e82ae432ede43146ecd6fd43cd72c1a8332c5e1e4c98c	common_voice_pl_21278096.mp3	Spełniają pewną rolę, kiedy język w ruchu	3.821625
06e4fd5173d03f3ea46f312ed17c092c9efabfdb9d854c39f9e28005dceea75955d0cc5ce247428008d997da7c3020554e4373d6bf7345c029cba517f92c7b2a	common_voice_pl_20637584.mp3	Przez pewien czas udawali, że nic nie czują	3.965625
c1c45b55244dc2312b7450e2c16191d53a5c3489ebbb7c9a5727ce75273ee75d1b1bcbec2637a1565e6c7ae811007342875563879e9eab28693632cdb5db9f89	common_voice_pl_20646961.mp3	I jak dadzą lody, to mi roztopi	3.029625
b1fc1ae975d3f14e8d7a508d7052b41069e3f3b93f41d8738f9dd9d92956cd7fe5c0ae740f0ecfce857e82ae432ede43146ecd6fd43cd72c1a8332c5e1e4c98c	common_voice_pl_20602604.mp3	Czy nie wystarczy ci twoja własna porcja	3.749625
c666546baeecd06b8170a87af5fc862f8ffc037414959aa738f0fa9d9783efa38f5f9dd8fa9ab7881f408934b9de737cb7278d99e40de481494c3332313eb623	common_voice_pl_21749260.mp3	Dziwy, dziwy, czary wierutne. — szeptali dworzanie	8.453625
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	common_voice_pl_41062674.mp3	Zobaczymy, czy nie wrzaśniesz.“ „Nie rób tego!“ rzekł Alfred nienawidzący wszelkiego okrucieństwa	7.3515
2c818dfafa7197d291cac63a8b8f41377c82ebf481d2a81244a0329a579d58a91d57d2de0938abb8b4dda68239b41046591191bf1400b012becb05434b37bb36	common_voice_pl_20746942.mp3	Może ma ukryte zalety - pomyślał	3.629625
e3af873e4c29fd3ccee4d0772e1f4d5a23fcfbe847de0474c9ddabe3b66bb0649aa8f632c32b750df178b4a716984003f56f7935aa9afcb925a0dc24cd299c13	common_voice_pl_20621602.mp3	Niektórzy lepiej, inni gorzej, ale wciąż - gramy wszyscy	5.021625
6d5d984e7b71ed11a653b59a9581bc91d50e7b5c24af2aacf4d961ed9d680f112bb911d26c8d32af8e832ef97c52cb2fca534d8bb161d344756dedb0177ae60f	common_voice_pl_20775819.mp3	Potem ubrał się i wyszedł	4.469625
234f19d650d310dab17bdf68c88735ec8bc3a96666464c6b77b605d24cf966f57ede4487ae7041a2edacfe9e265fcdc854d21fda78025bbb957d0d737775a97c	common_voice_pl_20727218.mp3	Zwykle początkujący palacze nie palą rano, oszczędzając najlepsze godziny dnia	5.837625
1b3e68dee632cf5dc19f99ef0822fdea1149ebee5adba3790aa4f03bead252cf3ca00611c8378020aa42ab0dded1e636203ff4fdee61b1a4d3108ac5de7bb64b	common_voice_pl_21656396.mp3	I zimna, niewzruszona jego stanowczość odniosła zwycięstwo nad chwiejnym, popędliwym tłumem	8.237625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_21370579.mp3	Z obu stron znajdowały się okna	3.029625
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_42620438.mp3	Po pierwsze, zrównoważony i owocny wynik negocjacji pomiędzy Parlamentem i Radą	6.5955
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_20964246.mp3	A cóż się z nią stało	2.501625
914a176fd59db24382d9324df88516cf107b77033f2366598668bd26dd0d464659732b6f5efae08792e45fb2eb08842d88f4d1dc1734a2e0f7be83a8428fdd2c	common_voice_pl_20673477.mp3	A cóż mnie obchodzi logika natury…	3.941625
9d93d83d014d61ed928718dd6084c9f189832176047530251142a087ebe2cb9cba27498e89652f86a2cb1d9f76c1bb7fbde273b89c76bbc384dc81e96a8ff68b	common_voice_pl_20753805.mp3	Nie domyślam się	2.573625
05beeef7c41d60290389ab0dd20989132ed1f33241f542fdad335ef3aa93e8b00863a81be978590d54a57193c57166cab306af7ad7114e30b37f18bfa20cdee3	common_voice_pl_30515953.mp3	Gratulujemy również Komisji	2.8155
7dd8476473e1f5de00ecd687ebafbafdfea39723578997754b561ed01be76ded3312098ef1adf97f5efe1a0f9ba762fa882f6a90fd468e1ce1e0a1b4e99fb744	common_voice_pl_22353336.mp3	Opowiem wam to ściśle według prawdy	3.461625
ac23d02a4f970bf3155f3f3aace228d5f1385a547ade36a76f41a5dd2290008a227313ff1d5a238b05635d0a5e8af9f4554779a350721314e5eb345b1a6c6b24	common_voice_pl_25634336.mp3	Przeszedłem okratowaniem przez wązką ścieżkę ogrodową, przysunąłem twarz do szyby: wszędzie ciemno	7.3515
860d0f761ec546afc5e977ee2b2c39552623fd0b8410d178c27df8f4dac7b77108874425f0a70aeeb8558042ab141af03ed3375404d0d96c6feba6d98aae9db9	common_voice_pl_21627131.mp3	I powiódł z sobą rzewnie płaczącą Syrenę, ukrywszy poprzednio pod płaszczem jej skórę	8.309625
6f2dd557da863cb4e0303da6ca2b1ab92105e9e51a1dd57c05f2cd9ce3eec89855bf43fee4e70092baa44186bb2eb2f965cd210a645121a7aaa3dd90f9a5a796	common_voice_pl_26185259.mp3	co stało się z dobrą zasadą zapobiegania zanieczyszczeniom transgranicznym	6.8115
c298bc43c0bdc25fab49859ddb40ea34204302395ceac07aba08cd2e4e20542b316502bb52f7b2afac2b0955c964a7cd8b1f447a351c9a773d5091fdcef8dbfb	common_voice_pl_20646606.mp3	Dostał powideł i wrócił do rysowania	3.701625
6f2dd557da863cb4e0303da6ca2b1ab92105e9e51a1dd57c05f2cd9ce3eec89855bf43fee4e70092baa44186bb2eb2f965cd210a645121a7aaa3dd90f9a5a796	common_voice_pl_26200829.mp3	Wymagają szybkiej korekty niedociągnięć strukturalnych w unii walutowej, mianowicie unii gospodarczo-społecznej	8.8995
2c818dfafa7197d291cac63a8b8f41377c82ebf481d2a81244a0329a579d58a91d57d2de0938abb8b4dda68239b41046591191bf1400b012becb05434b37bb36	common_voice_pl_20660428.mp3	Byli oszczędni w gestach	2.549625
d9c913215277238571f601e0e7963bb1dc371ec6e353b5b0704b532efb9f10b3ee1c93c47ccf71c0192aefbd6335d928da20b3e300a804f6332d9663cc9571da	common_voice_pl_26178857.mp3	To ważna zasada, która musi stać się jeszcze bardziej oczywista po wydanych wyrokach	5.2275
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_20853200.mp3	Na nic to, moja panno — mówi staruszek	3.221625
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_26574807.mp3	Bez wątpienia doprowadzi to do niestabilności wszystkich sektorów gospodarczych	7.0275
6caf100b986fe0662226191fd70cd57b4c5f5f576fce30935a6eba6e0e801083bb275313d82303e75f14ccbddb9748f9f5c622dc8b013617db25bf4e91628253	common_voice_pl_20637222.mp3	Pan zaczął ją z lekka ruszać i całować, ale był to widać początkujący pan	7.109625
803d35145bd713ab4e96ba1dd6f9768a17deb5b60f379293f703c8be6954ce45542a72094f34f23a6da34ce49fe630ad5cb25ebad808e4f32b3f21b825cc6d79	common_voice_pl_20775956.mp3	Na tym tle nastąpił ogromny rozwój rękodzieła	4.805625
adf100dd8a5acdd0d7fc2139fab3d84d7e80578f61c4210632278a60bf7487c51a880ce606c3d847bd7641c2c8ff2c673249cc4dde61e80efadbd25bf70f88a3	common_voice_pl_20613109.mp3	Emil podszedł do Adama	3.437625
76ec9fc970fa368f32e87d27975084341baad0d9e717ae13bcf604fbe9627bef508771b2e676efef32faa0d3baf33cc6a1366b302f75ec5746d2e1ff1fc1e3b9	common_voice_pl_20621227.mp3	Mieszkanie Pawła	2.669625
9800159d7474a276d47cfa42e9665be3d9dadb12992aa335a819aaeb1dafa2e984fe94ee5429508f19b2ee8c136485e42b4359305358aba109e27d6d25116676	common_voice_pl_20776166.mp3	Dzień dobry	2.381625
c14e7e8885d9c6ce8c69ce4301e723eae5d1dc504cdff77605173deda6a24e1e1eba92d756b187251361777f49e5ee4ace8dcc36f65e03f225980c21e683f5d1	common_voice_pl_20703378.mp3	Wracam tu i tu	2.309625
dbd68b306a7bb1b929f1f61b944028490d5b4a9d9b1bc23bbe64686d35f4540e8ba562aa278110d1d5c1581bad24b9b7fe85d60cea9ce8b1f4492646a60350cb	common_voice_pl_20645179.mp3	Marysia chrapie i dyszy przez sen	2.789625
b1fc1ae975d3f14e8d7a508d7052b41069e3f3b93f41d8738f9dd9d92956cd7fe5c0ae740f0ecfce857e82ae432ede43146ecd6fd43cd72c1a8332c5e1e4c98c	common_voice_pl_23724530.mp3	Oto żelazny rygiel u drzwi zazgrzytał	3.821625
014c5ee427df8f5543e0f8839afdeff161d7c7fa323f5972bf6f105049d0867235efeed8711d6e44f57454c00962f1fb31bcaff8322d70deb41ff546aa567cc0	common_voice_pl_20611663.mp3	To mi sprawia przykrość	3.101625
1b3e68dee632cf5dc19f99ef0822fdea1149ebee5adba3790aa4f03bead252cf3ca00611c8378020aa42ab0dded1e636203ff4fdee61b1a4d3108ac5de7bb64b	common_voice_pl_21645749.mp3	Dzielą nas tylko niewielkie skały nad brzegiem	4.157625
fdb77e50196cf7d74c2e21915bd9bc495f816adf36fb10430ff94bc329dbd3a78cd9535473ecfc8892f3c4b02c5ee4864c51bbeac2da20650b20ab3c7a363a8e	common_voice_pl_23553735.mp3	Tylko domu, w którym mieszkałem, nie mogłem sobie przypomnieć	3.627868480725624
a2db84266a607f095bafb294cad05f3fdcf2aa976d4376015cd39d34b1d3604eb891bdea505dff4598a8192bf00d39e8024c180233ae9cfdd33ea30d6493bce6	common_voice_pl_20713888.mp3	Masaż jest relaksujący i zarazem leczniczy	3.461625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_20886454.mp3	Mając jak zwykle Polacy, nadzwyczająną zdolność do języków poznał wiele narzeczy	5.909625
d9c913215277238571f601e0e7963bb1dc371ec6e353b5b0704b532efb9f10b3ee1c93c47ccf71c0192aefbd6335d928da20b3e300a804f6332d9663cc9571da	common_voice_pl_21935374.mp3	Wiecie zapewne, jak wyglądały pograniczne wieże alarmowe	4.853625
72be92c1ee80b9216e125dd6fbcfa7de39f512d3c5403515590a0e5d8ce7639771a6f0d0b3c2a0ff07294e29d1234acd86607864afb49ee5e192778c652df4af	common_voice_pl_20695226.mp3	Uczynił jeszcze jedną próbę, która, wiedział o tym, mogła tylko zaszkodzić	7.48175
1ade2c0a0f832c2fb92ed575ea64038d795dfac491a3f3d5c1b2c364314dfd5c73a6941d99ff8282a253245dd37824fa38c335a97490a841a6c35b4150c9f1f0	common_voice_pl_21643981.mp3	Ale przegrać z braku męstwa	3.389625
014c5ee427df8f5543e0f8839afdeff161d7c7fa323f5972bf6f105049d0867235efeed8711d6e44f57454c00962f1fb31bcaff8322d70deb41ff546aa567cc0	common_voice_pl_30428048.mp3	Kolejnym zadaniem będzie stworzenie unijnej służby zagranicznej	5.4435
a69710c7d4cf61c551d5aba9e591b240ee26fc135779ac8b83c3d3bb8017523710e5f6c9571cf795f846a86083cddb008e8f01cbf79dea6fddef014c08c67761	common_voice_pl_20610322.mp3	W sklepie się woda zapaliła	3.269625
83da088b4abaa779ddfa802df947e3336cf79b23b32461d1748f64994179847594ef580b1294256d723d7d917d879b13437d711249992e9b911941c7f9f1fbb9	common_voice_pl_20605561.mp3	Co się dzieje z naszą literaturą i teatrem — to skandal	6.413625
303cdc6ff8135ff57b4498b2b4208949a2259b60c01cdeae9103351a2afaa27133298992f22f789f1bcc0c30bed99c92d0cfbc56b51e0db5d158c421f8ef0ab0	common_voice_pl_42353587.mp3	W tej chwili Wokulski przedstawiał się pannie Izabeli inaczej niż dotychczas	6.0555
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_20911986.mp3	Wykorzystanie technologii satelitarnych dla obszarów bez łączności	4.469625
014c5ee427df8f5543e0f8839afdeff161d7c7fa323f5972bf6f105049d0867235efeed8711d6e44f57454c00962f1fb31bcaff8322d70deb41ff546aa567cc0	common_voice_pl_30428109.mp3	Należy wziąć pod uwagę społeczny koszt kryzysu, który musimy traktować z najwyższą powagą	6.4875
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_27518125.mp3	Z zadowoleniem należy przyjąć, że w przypadku Libii taka misja doszła do skutku	6.7755
ef8fbeac756a6a2141ae62c4bf1111c213cc054a6fc099958996a257602b370bb58939503364b21b3651f98fa0df1ea7e217c17ab2f12fd52f5145f9054ec36b	common_voice_pl_36003060.mp3	Co czwarte dziecko w Afganistanie nie dożywa wieku pięciu lat	6.2355
014c5ee427df8f5543e0f8839afdeff161d7c7fa323f5972bf6f105049d0867235efeed8711d6e44f57454c00962f1fb31bcaff8322d70deb41ff546aa567cc0	common_voice_pl_33713278.mp3	Na szczęście nasza rezolucja jasno przedstawia ten fakt	3.9675
c81fef16af0a5c8dff0e65c2914de7acc6dafe514f67e10ebcdd86d2465825015c200ad71160b34319821dc31f63dc32fbbd842982220b26e5ffde677f763f40	common_voice_pl_20620695.mp3	W weekend majowy pojechałem w góry	2.885625
b2693795b06f7ab41c93ec732fd12802446d8210236bf2ce8d7a1b61ea33abdcb924f5918091989dd70f2da7179e1eee65c6769d56e60740412d74f1cc46aa6b	common_voice_pl_20645216.mp3	Nauczycielka jeszcze nie słyszała, ale my słyszymy — od pierwszego nieśmiałego razu	6.269625
aeda72c3e0e0b332932cde3f1598ce1e8dec6f46a584a2911f7a036b3e15fe319d56e074301e6ed752326c7b6069c77e240feaca7dcb0a6251b791d8123f122d	common_voice_pl_20634313.mp3	Dziecku należy dać wszelkie możliwości do zabaw i rozrywek	3.989625
c95bb39d9a2161bf04313cabd8cc053015fde54bdde41183b36ebb1c8e06a48def88f14221409dc6fc31156de6d9858d9f5e1c1c68903f3bdb56faf6f86aba68	common_voice_pl_32960271.mp3	Wzywa się jednak Komisję do zaproponowania jasnych definicji norm ochrony inwestorów	8.0355
fdb77e50196cf7d74c2e21915bd9bc495f816adf36fb10430ff94bc329dbd3a78cd9535473ecfc8892f3c4b02c5ee4864c51bbeac2da20650b20ab3c7a363a8e	common_voice_pl_35283437.mp3	Futra z psów i kotów	1.8428125
d9c913215277238571f601e0e7963bb1dc371ec6e353b5b0704b532efb9f10b3ee1c93c47ccf71c0192aefbd6335d928da20b3e300a804f6332d9663cc9571da	common_voice_pl_21936018.mp3	Przesunąłem ją przez otwór, i pomogłem jej doprowadzić znowu deski do porządku	6.797625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_21020464.mp3	Jak obojętny jest na pozór list Janka	3.989625
40acc986b41a982d86573d4d464cdb180475c443f5a7666b01de149df825e36fd048dcc7d58d374c182337cf1aef2ab5670b19fcd158a859681440cb3487d39b	common_voice_pl_22472715.mp3	Nie mogła spaść, nawet spiąć, i jazda męczyła ją daleko mniej niż w nocy	7.733625
e3bb9cce0b96cfe4e8cb1460f32448ef193c8d85a0578cb7dbdc96797dbc99d0e7232aa62ebe536db937317c03ebf251972ce905120b7272303f503590f0692c	common_voice_pl_20760364.mp3	Chyba zewsząd, bo i leśna jest, i ruczajna, i górska, i wszelaka	4.685625
3304cd60f64021e1a24c79d10c2ea9d1df2f81c938ee368127d37280f3de8e8b610fa84a78ee44ed5487adc9d2e675528f53a458a8f55ca17a420db816044b27	common_voice_pl_41620172.mp3	Na samym początku bardzo pilna sprawa	4.3635
ce64c935ab049647413748e9a608b8ab18533848c27935ecb7d830c629672e46790d83f3638e7b5d0d833452b7ce9474eb2499b98597458b447cf2ccf7c9ec68	common_voice_pl_20665035.mp3	Śmiech i łopot serca	2.765625
8c4eeac4b0268f6da0712d963ed4c527e004098ca234badee85b77c2453fd704a42e75f0eccd6caa481e5d5d25cb389f0c339690b3718dd2099b9688d1a46b89	common_voice_pl_21254383.mp3	Skończył i usiadł	2.189625
b1fc1ae975d3f14e8d7a508d7052b41069e3f3b93f41d8738f9dd9d92956cd7fe5c0ae740f0ecfce857e82ae432ede43146ecd6fd43cd72c1a8332c5e1e4c98c	common_voice_pl_23379135.mp3	Dziwne, jak ten starzec był do nich podobny	3.149625
e9811cde5bae400972c219b0873cdf371064aee9a8e1b4f4e90613b05530528c2ca3552ef1b80744361a86d18c72db6b16442cfb3004facd2a6ff9a7282541ba	common_voice_pl_20692833.mp3	Takim będzie mój koniec…	3.077625
2e0c0fe67561f39aa7ab28da95515fd5e08b6919598cb5f9bc9a9bd429e0b45def725855ab10204a190d0890fd306b72f0f78415d6616767a2160ef060e4a0fa	common_voice_pl_20660131.mp3	Pierwszy bowiem warunek jednorękiemu, a drugi kulawcowi by nie odpowiadał	7.637625
d9c913215277238571f601e0e7963bb1dc371ec6e353b5b0704b532efb9f10b3ee1c93c47ccf71c0192aefbd6335d928da20b3e300a804f6332d9663cc9571da	common_voice_pl_25905472.mp3	Mamy nadzieję, że w ten sposób ułatwimy dalszy rozwój tego istotnego przemysłu	4.7235
4c509846b9e44fdd01519ddfa130b57cd2a5bf87ab7c54571e489806c3abed361bfaf4e6564fbf01643fb46368c5200ca0dac2c57adbb3abf56d4e360d37d26f	common_voice_pl_20616239.mp3	Gęsiej skórki wywołanej imponującym wstępem nie można filmowi odmówić	6.173625
8aa5ed15f499c82599e7ea332c98d2d8738987bd784f5be656f9eb1edfb6c82e9bb70bcd4d1c8293786390363859b04d4160e7dbdc5343e0d10e5eb29e454640	common_voice_pl_20605400.mp3	Przy powitaniu wyczytałem w jej oczach utajoną obawę i niepewność	5.837625
9000ef434f6981f8459bdf5c0fefc98975d7e0c232b6843d1be6a6bc09361d09cf2e7b4abb4686b81f1f72511cbb6a40b591622165120a8911a20674bbc96490	common_voice_pl_20678564.mp3	Jak wam się udało zepsuć latarnię? — pyta się Maciuś	4.109625
9ab58ff974131b020e1a20bb94c909a598f3fe921df1c2a767330f0c021032824d401e1e38b9b159e4adf8ddeb8c39ae843df2927f2ddca19205d089e608d310	common_voice_pl_20769760.mp3	Tatarakiem go, widać, przegryzała… — domyślił się kulawiec	4.949625
c3785e4cf73ddd4b12a4e8d2117931f0312a245074d5153fced3ef6b73df404a33e475d8e491d5cdede29fb49ffb16ae19b7a6bb3d0a0456e08148d62adb4331	common_voice_pl_20620673.mp3	Nie jadł śniadania	3.125625
d9c913215277238571f601e0e7963bb1dc371ec6e353b5b0704b532efb9f10b3ee1c93c47ccf71c0192aefbd6335d928da20b3e300a804f6332d9663cc9571da	common_voice_pl_21710177.mp3	Cicho mi zaraz	1.805625
568038b598c5e0fc050bc43be3aa975afc4f29b663bb747bd2e35afd7adb718375dab9f5efa76f9b14db22a8df67de78c511ad98baa2b4e1eb41590de9303ae4	common_voice_pl_25449516.mp3	Czułem jak mi głos zadrżał	3.0675
